#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
monitoring.alerts.bedrock_cost_anomaly_threshold_usd,Monitoring,10.00,10.00,10.00,Per-solution Bedrock token spend threshold in USD above which an anomaly alarm fires,Yes,Number,1.00-1000.00,Public,Operations,"monitoring.alerts.sns_topic_arn, integration.bedrock.target_cost_per_solution_usd",2× expected $5/solution budget; fires on prompt injection or runaway retry loops to protect Bedrock spend,2025-06-01
operations.terraform.workspace_prod,Operations,prod,dev,prod,Terraform workspace name for production environment provisioning,Yes,String,"prod|staging|dev",Public,Cloud CoE,solution.environment,Each environment uses a separate Terraform workspace; workspaces share module code but use env-specific tfvars,2025-06-01
operations.terraform.state_bucket_name,Operations,amatra-prod-s3-tfstate-[aws-account-id],amatra-dev-s3-tfstate-[aws-account-id],amatra-prod-s3-tfstate-[aws-account-id],S3 bucket name for Terraform remote state storage with DynamoDB state locking,Yes,String,Globally unique S3 bucket name,Confidential,Cloud CoE,aws.account_id,Separate bucket from artifacts; versioning and DynamoDB locking required to prevent state corruption on concurrent applies,2025-06-01
operations.terraform.state_lock_table_name,Operations,amatra-prod-ddb-tfstate-lock,amatra-dev-ddb-tfstate-lock,amatra-prod-ddb-tfstate-lock,DynamoDB table name for Terraform state locking to prevent concurrent apply conflicts,Yes,String,Valid DynamoDB table name,Confidential,Cloud CoE,operations.terraform.state_bucket_name,Required when multiple engineers may run terraform apply; prevents race conditions during production deployment,2025-06-01
operations.backup.dynamodb_pitr_recovery_window_days,Operations,35,7,35,DynamoDB PITR retention window in days; 35 is AWS maximum and required to meet RPO targets,Yes,Integer,1-35,Public,Operations,database.dynamodb.pitr_enabled,35-day window covers monthly recovery scenarios; PITR is continuous not snapshot-based,2025-06-01
operations.backup.s3_version_retention_days,Operations,365,90,365,Number of days to retain non-current S3 object versions before permanent deletion,Yes,Integer,1-3650,Public,Operations,storage.s3.artifacts_versioning_enabled,365-day version retention supports artifact lineage audit requirements; expired versions deleted by lifecycle rule,2025-06-01
operations.scaling.lambda_reserved_concurrency_total,Operations,200,50,200,Aggregate reserved concurrency allocated across all platform Lambda functions,Yes,Integer,10-10000,Public,Operations,aws.account_id,Ensure total does not exceed account Lambda concurrency limit in us-west-2; request limit increase if needed,2025-06-01
operations.codebuild.agent_image_project_name,Operations,amatra-prod-codebuild-agent-image,amatra-dev-codebuild-agent-image,amatra-prod-codebuild-agent-image,AWS CodeBuild project name for the multi-stage Docker agent image build and ECR push pipeline,Yes,String,Valid CodeBuild project name,Public,Cloud CoE,storage.ecr.repository_name,Triggered on Git push to main branch; builds eof-tools container image and pushes to ECR with semantic version tag,2025-06-01
operations.codebuild.terraform_plan_project_name,Operations,amatra-prod-codebuild-tf-plan,amatra-dev-codebuild-tf-plan,amatra-prod-codebuild-tf-plan,AWS CodeBuild project name for terraform plan gate executed before pull request merge to main,Yes,String,Valid CodeBuild project name,Public,Cloud CoE,operations.terraform.workspace_prod,terraform plan output reviewed by Solution Architect before terraform apply is approved in production,2025-06-01
operations.ssm.s3_artifacts_bucket_param,Operations,/amatra/prod/s3/artifacts-bucket-name,/amatra/dev/s3/artifacts-bucket-name,/amatra/prod/s3/artifacts-bucket-name,AWS Systems Manager Parameter Store path for runtime S3 artifacts bucket name lookup by Lambda functions,Yes,String,Valid SSM parameter path,Confidential,Operations,storage.s3.artifacts_bucket_name,Lambda functions read bucket names from SSM at init to avoid hardcoding; enables bucket name change without code redeploy,2025-06-01
operations.ssm.dynamodb_solutions_table_param,Operations,/amatra/prod/dynamodb/solutions-table-name,/amatra/dev/dynamodb/solutions-table-name,/amatra/prod/dynamodb/solutions-table-name,AWS Systems Manager Parameter Store path for runtime DynamoDB Solutions table name lookup,Yes,String,Valid SSM parameter path,Confidential,Operations,database.dynamodb.solutions_table_name,Pattern consistent with s3 parameter; all table names injected via SSM rather than Lambda environment variables,2025-06-01
operations.cutover.window_day,Operations,Tuesday,Tuesday,Tuesday,Day of week for production cutover and maintenance windows (Pacific Time),Yes,String,"Monday|Tuesday|Wednesday|Thursday|Friday",Public,Operations,,Tuesday morning Pacific Time chosen as low-activity period per SOW cutover plan,2025-06-01
operations.cutover.smoke_test_commands_count,Operations,5,5,5,Number of CLI smoke test commands executed during production cutover go/no-go decision gate,Yes,Integer,Exact value 5,Public,Operations,,Fixed at 5 per SOW: auth login + solution generate + solution status + artifact download + admin usage,2025-06-01
operations.hypercare.duration_weeks,Operations,4,0,4,Post-go-live hypercare support period duration in weeks,Yes,Integer,Exact value 4,Public,Operations,,4-week hypercare per SOW; vendor team available business hours 08:00-18:00 PT Monday-Friday,2025-06-01
operations.hypercare.severity1_response_hours,Operations,2,2,2,Maximum response time in hours for Severity 1 (platform down) incidents during hypercare,Yes,Integer,1-24,Public,Operations,operations.hypercare.duration_weeks,2-hour S1 response per SOW hypercare SLA; platform down = generation completely blocked for all users,2025-06-01
