#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
operations.sagemaker_min_instances,Operations,1,1,1,Minimum SageMaker endpoint instance count for NLP and audio endpoints,Yes,Integer,1-100,Public,Operations,compute.sagemaker.nlp_instance_type,Scale to minimum 2 at 10K MAU for HA per detailed-design,2026-03-19
operations.sagemaker_scale_threshold_pct,Operations,70,70,70,Endpoint invocations-per-second utilization percentage triggering scale-out,Yes,Integer,1-100,Public,Operations,operations.sagemaker_min_instances,70 percent threshold per detailed-design monitoring section,2026-03-19
operations.codepipeline_name,Operations,anp-prod-deployment-pipeline,anp-dev-deployment-pipeline,anp-prod-deployment-pipeline,AWS CodePipeline name for Lambda and infrastructure deployments,Yes,String,Non-empty string,Public,Operations,aws.account_id,No manual console changes in Staging or beyond; all changes via pipeline,2026-03-19
operations.codebuild_compute_type,Operations,BUILD_GENERAL1_SMALL,BUILD_GENERAL1_SMALL,BUILD_GENERAL1_SMALL,AWS CodeBuild compute type for build and unit-test stages,Yes,String,Valid CodeBuild compute type,Public,Operations,operations.codepipeline_name,,2026-03-19
operations.support_plan,Operations,business,developer,business,AWS Support Plan tier for the ANP Streaming account,Yes,String,"developer|business|enterprise",Public,Operations,aws.account_id,100 dollars per month Business Plan per SOW cost model; required for production,2026-03-19
operations.tagging.environment,Operations,prod,dev,prod,Value for the Environment resource tag applied to all AWS resources,Yes,String,"dev|staging|prod",Public,Operations,solution.environment,Must match solution.environment; enforced by AWS Config tag compliance rule,2026-03-19
operations.tagging.application,Operations,anp-recommendation-engine,anp-recommendation-engine,anp-recommendation-engine,Value for the Application resource tag applied to all AWS resources,Yes,String,Non-empty string,Public,Operations,solution.name,Must match solution.name; used for cost allocation and filtering,2026-03-19
operations.tagging.cost_center,Operations,OPP-2026-001,OPP-2026-001,OPP-2026-001,Value for the CostCenter resource tag applied to all AWS resources,Yes,String,OPP-YYYY-NNN format,Public,Operations,solution.opportunity_no,Required for APFP billing reconciliation,2026-03-19
operations.aws_config_enabled,Operations,true,true,true,Enable AWS Config with managed rules for compliance checking,Yes,Boolean,true|false,Public,Operations,aws.account_id,"Managed rules: MFA on root, S3 encryption, CloudTrail enabled, DynamoDB backup",2026-03-19
operations.security_hub_enabled,Operations,true,false,true,Enable AWS Security Hub for aggregated GuardDuty and Config findings,Yes,Boolean,true|false,Public,Security Team,aws.account_id,Reviewed at monthly operational reviews per SOW governance section,2026-03-19
