#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
storage.redshift.cluster_identifier,Storage,medcore-cds-prod-redshift,medcore-cds-qa-redshift,medcore-cds-prod-redshift,Amazon Redshift cluster identifier for longitudinal outcomes warehouse,Yes,String,medcore-cds-{env}-redshift pattern,Confidential,Cloud CoE,solution.environment,ra3.xlplus single node; stores sepsis events and readmission instances for model performance monitoring,2025-06-18
storage.redshift.node_type,Storage,ra3.xlplus,dc2.large,ra3.xlplus,Amazon Redshift node type for the outcomes analytics warehouse,Yes,String,Valid Redshift node type,Public,Cloud CoE,storage.redshift.cluster_identifier,ra3.xlplus per detailed design compute sizing; Reserved Node pricing applied at steady state,2025-06-18
storage.redshift.snapshot_retention_days,Storage,7,1,7,Automated snapshot retention in days for Redshift cluster,Yes,Integer,1-35,Public,Cloud CoE,storage.redshift.cluster_identifier,Analytics only; no SLA impact on clinical workload; 7-day retention sufficient per data design,2025-06-18
integration.epic.fhir_base_url,Integration,[epic-fhir-base-url],[epic-fhir-base-url],[epic-fhir-base-url],Epic FHIR R4 API base URL for SMART on FHIR subscription events,Yes,String,Valid HTTPS URL,Confidential,Integration Team,,MedCore EHR Integration Lead must provision by Week 2 (critical path dependency per SOW),2025-06-18
integration.epic.oauth_token_url,Integration,[epic-oauth-token-url],[epic-oauth-token-url],[epic-oauth-token-url],Epic SMART on FHIR OAuth 2.0 token endpoint URL for FHIR connector authentication,Yes,String,Valid HTTPS URL,Confidential,Integration Team,integration.epic.fhir_base_url,OAuth 2.0 client credentials stored in Secrets Manager; 90-day token rotation configured,2025-06-18
integration.epic.cds_hooks_callback_url,Integration,[epic-cds-hooks-callback-url],[epic-cds-hooks-callback-url],[epic-cds-hooks-callback-url],Epic CDS Hooks 2.0 callback URL for writing risk score alerts back to the Epic workflow,Yes,String,Valid HTTPS URL,Confidential,Integration Team,integration.epic.fhir_base_url,Best-effort delivery; dashboard alert delivery is the primary SLA path per API design,2025-06-18
integration.epic.fhir_subscription_resources,Integration,"Observation,Encounter,MedicationRequest,DiagnosticReport","Observation,Encounter,MedicationRequest,DiagnosticReport","Observation,Encounter,MedicationRequest,DiagnosticReport",Comma-separated list of FHIR R4 resource types for Epic subscription events,Yes,List(String),Valid FHIR R4 resource type names,Public,Integration Team,integration.epic.fhir_base_url,Covers vitals and lab observations; encounter admissions; medication history; diagnostic results,2025-06-18
integration.epic.timeout_ms,Integration,10000,10000,10000,Timeout in milliseconds for Epic FHIR API calls from the Lambda connector,Yes,Integer,1000-60000,Public,Integration Team,integration.epic.fhir_base_url,10-second timeout; exponential back-off with 3 retries on transient failure per integration design,2025-06-18
integration.mirth.endpoint_url,Integration,[mirth-endpoint-url],[mirth-endpoint-url],[mirth-endpoint-url],Mirth Connect integration engine endpoint URL accessed via PrivateLink from AWS,Yes,String,Valid internal PrivateLink endpoint URL,Confidential,Integration Team,networking.privatelink_endpoints_enabled,On-premises Nashville DC; accessible via Direct Connect / PrivateLink; HL7 v2.3 MLLP over TCP/IP,2025-06-18
integration.mirth.hl7_message_types,Integration,"ADT_A01,ADT_A03,ADT_A08,ORU_R01","ADT_A01,ADT_A03,ADT_A08,ORU_R01","ADT_A01,ADT_A03,ADT_A08,ORU_R01",Comma-separated HL7 v2.3 message types consumed from Mirth Connect,Yes,List(String),Valid HL7 v2.3 message type identifiers,Public,Integration Team,integration.mirth.endpoint_url,ADT for patient movement events; ORU R01 for vitals observations from Philips/GE bedside monitors,2025-06-18
integration.sql_server.export_schedule_cron,Integration,"cron(0 7 * * ? *)","cron(0 7 * * ? *)","cron(0 7 * * ? *)",Cron expression for nightly readmission outcome export Lambda to on-premises SQL Server 2016,Yes,String,Valid AWS EventBridge cron expression,Public,Integration Team,,07:00 UTC = 02:00 ET; nightly by 02:00 ET; one-way append-only export per integration design,2025-06-18
integration.sql_server.endpoint,Integration,[sql-server-endpoint],[sql-server-endpoint],[sql-server-endpoint],On-premises SQL Server 2016 data warehouse JDBC endpoint for nightly readmission export,Yes,String,Valid JDBC connection string or hostname,Confidential,Integration Team,networking.direct_connect_bandwidth_gbps,Out-of-scope retained system; read-only nightly export; no PHI written back from SQL Server,2025-06-18
ml.kinesis.stream_name,ML Platform,medcore-cds-prod-events,medcore-cds-qa-events,medcore-cds-prod-events,Kinesis Data Streams stream name for real-time HL7 FHIR and HL7 v2.3 event ingestion,Yes,String,medcore-cds-{env}-events pattern,Confidential,Cloud CoE,solution.environment,10 shards provisioned with ≥ 30% headroom at 18-hospital peak load per detailed design,2025-06-18
ml.kinesis.shard_count,ML Platform,10,2,10,Number of Kinesis Data Streams shards for HL7 event ingestion pipeline,Yes,Integer,1-500,Public,Cloud CoE,ml.kinesis.stream_name,10 shards per SOW scope; supports 10M+ events/month and 2500+ concurrent inpatient records,2025-06-18
ml.kinesis.retention_hours,ML Platform,24,24,24,Kinesis Data Streams data retention period in hours,Yes,Integer,24-168,Public,Cloud CoE,ml.kinesis.stream_name,24-hour retention provides replay capability; enhances RPO for DR scenario recovery,2025-06-18
ml.kinesis.dlq_alarm_threshold,ML Platform,0,0,0,CloudWatch alarm threshold for Kinesis consumer dead-letter queue message depth,Yes,Integer,0-1000,Public,Operations,"ml.kinesis.stream_name, monitoring.cloudwatch.alarm_sns_topic",Any DLQ message triggers High severity alarm for out-of-band investigation per monitoring design,2025-06-18
ml.msk.cluster_name,ML Platform,medcore-cds-prod-kafka,medcore-cds-qa-kafka,medcore-cds-prod-kafka,Amazon MSK Kafka cluster name for internal event bus between ingestion and Feature Store pipeline,Yes,String,medcore-cds-{env}-kafka pattern,Confidential,Cloud CoE,solution.environment,3-broker cluster one per AZ; msk.m5.large per compute sizing; topic replication factor 3,2025-06-18
ml.msk.broker_count,ML Platform,3,1,3,Number of Amazon MSK brokers distributed one per Availability Zone,Yes,Integer,1-15,Public,Cloud CoE,ml.msk.cluster_name,Three brokers ensures no data loss on single-broker AZ failure; scale out at > 60% throughput,2025-06-18
ml.msk.broker_instance_type,ML Platform,kafka.m5.large,kafka.m5.large,kafka.m5.large,Amazon MSK broker instance type,Yes,String,Valid MSK instance type,Public,Cloud CoE,ml.msk.cluster_name,Reserved Instance pricing applied; scale to kafka.m5.xlarge if throughput exceeds 60%,2025-06-18
ml.msk.topic_partition_key,ML Platform,PatientID,PatientID,PatientID,Kafka topic partition key for MSK topics ensuring per-patient event ordering,Yes,String,Valid field name from canonical event schema,Public,Cloud CoE,ml.msk.cluster_name,PatientID partitioning guarantees ordering of events per patient for Feature Store pipeline,2025-06-18
ml.feature_store.online_feature_group_name,ML Platform,medcore-cds-patient-features-online,medcore-cds-patient-features-online,medcore-cds-patient-features-online,SageMaker Feature Store online feature group name for real-time inference feature retrieval,Yes,String,Valid SageMaker feature group name,Confidential,Cloud CoE,,Sub-millisecond read latency target; approximately 2500 active patient records at peak,2025-06-18
ml.feature_store.offline_feature_group_name,ML Platform,medcore-cds-patient-features-offline,medcore-cds-patient-features-offline,medcore-cds-patient-features-offline,SageMaker Feature Store offline feature group name for weekly model retraining workflow,Yes,String,Valid SageMaker feature group name,Confidential,Cloud CoE,storage.s3.model_artefacts_bucket_name,Historical feature snapshots consumed by SageMaker Pipelines weekly retraining schedule,2025-06-18
ml.feature_store.feature_completeness_threshold,ML Platform,0.8,0.7,0.8,Minimum feature completeness ratio below which a record is flagged as low_confidence and suppressed,Yes,Number,0.0-1.0,Public,Cloud CoE,ml.feature_store.online_feature_group_name,Records below threshold do not produce a risk score alert; suppresses alerts on sparse data,2025-06-18
ml.model.sepsis.auroc_threshold,ML Platform,0.85,0.80,0.85,Minimum AUROC required for sepsis model to be promoted to production via Model Registry,Yes,Number,0.0-1.0,Public,Cloud CoE,,AUROC ≥ 0.85 is a hard go-live gate per SOW; Clinical Informatics Lead sign-off required,2025-06-18
ml.model.sepsis.risk_score_alert_threshold,ML Platform,0.7,0.6,0.7,Sepsis risk score value above which an alert is generated and routed to clinical staff,Yes,Number,0.0-1.0,Public,Cloud CoE,ml.model.sepsis.auroc_threshold,Configurable by Clinical Informatics Lead; lower threshold increases sensitivity vs. specificity,2025-06-18
ml.model.retraining_schedule_cron,ML Platform,"cron(0 2 ? * SUN *)","cron(0 2 ? * SUN *)","cron(0 2 ? * SUN *)",Cron expression for weekly SageMaker Pipelines model retraining schedule,Yes,String,Valid AWS EventBridge cron expression,Public,Cloud CoE,,Sunday 02:00 UTC weekly retraining from offline Feature Store on ml.p3.2xlarge on-demand instance,2025-06-18
ml.model.registry_name,ML Platform,medcore-cds-model-registry,medcore-cds-model-registry,medcore-cds-model-registry,SageMaker Model Registry model package group name governing version promotion,Yes,String,Valid SageMaker model package group name,Public,Cloud CoE,storage.s3.model_artefacts_bucket_name,All 3 models registered here; blue/green deployment enforces Registry promotion before endpoint update,2025-06-18
ml.bedrock.model_id,ML Platform,anthropic.claude-3-sonnet-20240229-v1:0,anthropic.claude-3-haiku-20240307-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,Amazon Bedrock Claude model ID for clinical narrative generation,Yes,String,Valid Bedrock model identifier,Public,Cloud CoE,,Claude 3 Sonnet in production for narrative quality; Haiku in QA for cost; < 1-second P95 target,2025-06-18
ml.bedrock.max_tokens,ML Platform,512,256,512,Maximum token count for Bedrock clinical narrative generation responses,Yes,Integer,1-4096,Public,Cloud CoE,ml.bedrock.model_id,512 tokens sufficient for bedside narrative summary; reduce further to lower cost and latency,2025-06-18
ml.bedrock.timeout_ms,ML Platform,1000,2000,1000,Timeout in milliseconds for Bedrock invocations within the 3-second end-to-end SLA budget,Yes,Integer,500-10000,Public,Cloud CoE,ml.bedrock.model_id,Fallback delivers alert without narrative if Bedrock exceeds 2s per risk mitigation design,2025-06-18
ml.bedrock.prompt_template_version,ML Platform,v1.0,v1.0,v1.0,Version identifier for the validated clinical narrative prompt template stored in SSM,Yes,String,Semantic versioning X.Y.Z,Public,Cloud CoE,,Prompt templates validated by Clinical Informatics Lead; stored and versioned in SSM Parameter Store,2025-06-18
ml.inference.latency_target_ms,ML Platform,3000,3000,3000,End-to-end inference latency target in milliseconds from Kinesis ingestion to alert dispatch at P95,Yes,Integer,1000-30000,Public,Cloud CoE,,Hard SLA per SOW; CI/CD auto-rollback triggered if P95 > 3000ms within 30 minutes of deployment,2025-06-18
ml.inference.sagemaker_latency_budget_ms,ML Platform,1500,2000,1500,SageMaker endpoint invocation latency budget in milliseconds within the overall 3-second SLA,Yes,Integer,500-5000,Public,Cloud CoE,ml.inference.latency_target_ms,Remaining budget: 300ms ingestion + 500ms feature extraction + 1000ms Bedrock + 200ms routing,2025-06-18
ml.inference.shap_enabled,ML Platform,true,true,true,Enable SHAP explainability computation inline with every SageMaker inference call,Yes,Boolean,true|false,Public,Cloud CoE,,Required for every alert per SOW mandate; SHAP adds ≤ 500ms within inference budget,2025-06-18
ml.concurrent_patients_max,ML Platform,2500,200,2500,Maximum number of simultaneously monitored active inpatient records at peak load,Yes,Integer,1-100000,Public,Cloud CoE,,Per SOW scope: > 2500 simultaneously monitored inpatients; auto-scaling absorbs burst load,2025-06-18
ml.inference_volume_monthly,ML Platform,10000000,500000,10000000,Expected monthly inference request volume across all active inpatients at full utilization,Yes,Integer,1-1000000000,Public,Cloud CoE,,10M+ per SOW scope across 18 hospitals; auto-scaling on SageMaker endpoints absorbs bursts,2025-06-18
monitoring.cloudwatch.alarm_sns_topic,Monitoring,[alarm-sns-topic-arn],[alarm-sns-topic-arn],[alarm-sns-topic-arn],SNS topic ARN for CloudWatch operational alarms routing to PagerDuty on-call rotation,Yes,String,Valid SNS ARN,Confidential,Operations,,Critical alarms page on-call immediately; High alarms email with 4-hour SLA per monitoring design,2025-06-18
monitoring.cloudwatch.dashboard_name,Monitoring,medcore-cds-prod-health,medcore-cds-qa-health,medcore-cds-prod-health,CloudWatch operational dashboard name for the CDS Platform,Yes,String,Non-empty string,Public,Operations,,Four dashboards provisioned: Ingestion Pipeline; ML Inference; Application; Compliance,2025-06-18
monitoring.cloudwatch.latency_alarm_threshold_ms,Monitoring,3000,5000,3000,SageMaker endpoint P95 latency alarm threshold in milliseconds triggering Critical alert,Yes,Integer,1000-30000,Public,Operations,monitoring.cloudwatch.alarm_sns_topic,Critical alarm if P95 > 3000ms for 2 consecutive 1-minute periods per alert definitions,2025-06-18
monitoring.cloudwatch.ecs_cpu_alarm_threshold_pct,Monitoring,80,90,80,ECS Fargate task CPU utilization alarm threshold percentage triggering High alert,Yes,Integer,1-100,Public,Operations,monitoring.cloudwatch.alarm_sns_topic,High alarm if CPU > 80% for 3 consecutive periods; investigate scale-out configuration,2025-06-18
monitoring.cloudwatch.alb_5xx_alarm_threshold_pct,Monitoring,5,10,5,ALB 5xx error rate percentage threshold for Critical platform unavailability alarm,Yes,Integer,1-100,Public,Operations,monitoring.cloudwatch.alarm_sns_topic,Critical alarm if 5xx > 5% for 3 consecutive 1-minute periods; initiate DR runbook,2025-06-18
monitoring.datadog.site,Monitoring,datadoghq.com,datadoghq.com,datadoghq.com,Datadog site endpoint for APM agent configuration on ECS tasks and SageMaker hosts,Yes,String,"datadoghq.com|datadoghq.eu",Public,Operations,,Datadog APM covers all 20 ECS and SageMaker hosts; PagerDuty on-call integration for hypercare,2025-06-18
monitoring.datadog.apm_enabled,Monitoring,true,false,true,Enable Datadog APM distributed tracing on ECS Fargate tasks and SageMaker endpoints,Yes,Boolean,true|false,Public,Operations,security.secrets_manager.datadog_api_key_arn,Complements AWS X-Ray; provides enhanced application-level traces and PagerDuty on-call routing,2025-06-18
monitoring.datadog.host_count,Monitoring,20,4,20,Number of hosts covered by Datadog APM subscription (ECS tasks + SageMaker instances),Yes,Integer,1-1000,Public,Operations,monitoring.datadog.apm_enabled,20 hosts per SOW cost model; Datadog partner credit applied in Year 1 for 4 months free,2025-06-18
monitoring.pagerduty.integration_key,Monitoring,[pagerduty-integration-key],[pagerduty-integration-key],[pagerduty-integration-key],PagerDuty routing key for SNS-to-PagerDuty on-call escalation,Yes,String,32-character alphanumeric PagerDuty routing key,Secret,Operations,monitoring.cloudwatch.alarm_sns_topic,Stored in Secrets Manager; used during hypercare; transitions to MedCore IT ops post-hypercare,2025-06-18
monitoring.xray_enabled,Monitoring,true,true,true,Enable AWS X-Ray distributed tracing for end-to-end inference path latency visibility,Yes,Boolean,true|false,Public,Operations,,Traces Kinesis consumer Lambda through Feature Store to SageMaker to Bedrock to EventBridge,2025-06-18
monitoring.quicksight.dashboard_name,Monitoring,medcore-cds-outcomes,medcore-cds-outcomes,medcore-cds-outcomes,Amazon QuickSight dashboard name for clinical outcomes and model performance monitoring,Yes,String,Non-empty string,Public,Operations,storage.redshift.cluster_identifier,Refreshed every 15 minutes; tracks sepsis mortality trends; false-positive rates; adoption metrics,2025-06-18
operations.backup.aurora_retention_days,Operations,35,7,35,RDS Aurora automated snapshot retention in days,Yes,Integer,1-35,Public,Operations,database.aurora.cluster_identifier,35-day maximum retention enables PITR; aligned to DR RPO ≤ 15 min and HIPAA audit requirements,2025-06-18
operations.backup.elasticache_retention_days,Operations,7,1,7,ElastiCache Redis automatic daily snapshot retention in days,Yes,Integer,1-35,Public,Operations,cache.elasticache.cluster_id,Cache re-populates from Feature Store within minutes; 7-day snapshot retention sufficient,2025-06-18
operations.backup.redshift_retention_days,Operations,7,1,7,Redshift automated snapshot retention in days for outcomes analytics warehouse,Yes,Integer,1-35,Public,Operations,storage.redshift.cluster_identifier,Analytics only; no SLA impact; 7-day retention adequate per data architecture design,2025-06-18
operations.dr.rto_hours,Operations,4,8,4,Recovery Time Objective in hours for regional failover to passive DR region (us-west-2),Yes,Integer,1-72,Public,Operations,solution.region.dr,Route 53 DNS failover in 30s; Aurora global DB promotion 15-30 min; full restore ≤ 4 hours,2025-06-18
operations.dr.rpo_minutes,Operations,15,60,15,Recovery Point Objective in minutes for maximum acceptable data loss in regional failover,Yes,Integer,1-1440,Public,Operations,storage.s3.cross_region_replication_enabled,Based on HealthLake export frequency + Aurora cross-region replication lag; validated by DR drill,2025-06-18
operations.dr.failover_test_schedule,Operations,annual,annual,annual,Frequency of scheduled regional failover DR drills to validate RTO and RPO targets,Yes,String,"annual|semi-annual|quarterly",Public,Operations,solution.region.dr,Annual DR drill in staging; results documented in Test Results Report; pass criteria per SOW,2025-06-18
operations.ci_cd.pipeline_name,Operations,medcore-cds-prod-deploy,medcore-cds-qa-deploy,medcore-cds-prod-deploy,AWS CodePipeline pipeline name for application and SageMaker model endpoint deployments,Yes,String,medcore-cds-{env}-deploy pattern,Public,Cloud CoE,solution.environment,Blue/green deployment for all SageMaker endpoint and ECS task definition updates,2025-06-18
operations.ci_cd.rollback_latency_threshold_ms,Operations,3000,5000,3000,P95 latency threshold in milliseconds that triggers automatic CI/CD rollback within 30 minutes of deployment,Yes,Integer,1000-30000,Public,Cloud CoE,operations.ci_cd.pipeline_name,Automated rollback protects clinical safety; restores previous Model Registry version in ≤ 15 min,2025-06-18
operations.ci_cd.snyk_scanning_enabled,Operations,true,true,true,Enable Snyk container security scanning in CI/CD pipeline for ECS workloads,Yes,Boolean,true|false,Public,Cloud CoE,,Blocks deployment on Critical or High CVEs; shift-left HIPAA security posture per security design,2025-06-18
operations.scaling.sagemaker_cpu_threshold_pct,Operations,70,80,70,SageMaker endpoint CPU utilization percentage threshold triggering auto-scale-out,Yes,Integer,1-100,Public,Cloud CoE,,Scale-out on SageMakerVariantInvocationsPerInstance metric; maintains headroom for latency SLA,2025-06-18
operations.alert_duplicate_suppression_minutes,Operations,30,30,30,Minutes within which duplicate alerts of the same type for the same patient are suppressed,Yes,Integer,1-120,Public,Cloud CoE,cache.elasticache.cluster_id,Configurable per alert type via SSM Parameter Store; reduces nursing alert fatigue per SOW goal,2025-06-18
operations.facility_count,Operations,18,1,18,Number of hospitals in scope for CDS Platform rollout per SOW engagement scope,Yes,Integer,1-100,Public,Cloud CoE,,18 hospitals + 60+ outpatient clinics; Phase 3 completes full rollout by 2027-06-30 per SOW M8,2025-06-18
operations.clinical_users_mau,Operations,4200,100,4200,Monthly active clinical users across all facilities (nurses + physicians + administrators),Yes,Integer,1-100000,Public,Cloud CoE,security.cognito.user_pool_id,4200 MAU per SOW scope; Cognito auto-scales; adoption target ≥ 75% per facility within 90 days,2025-06-18
operations.compliance.config_remediation_critical_hours,Operations,24,24,24,Maximum hours to remediate a Critical AWS Config non-compliant finding per governance SLA,Yes,Integer,1-168,Public,Security Team,security.config_enabled,Critical compliance findings remediated within 24 hours per SOW Governance section,2025-06-18
operations.compliance.config_remediation_high_days,Operations,7,14,7,Maximum days to remediate a High AWS Config non-compliant finding per governance SLA,Yes,Integer,1-90,Public,Security Team,security.config_enabled,High findings remediated within 7 days; Medium within 30 days per governance SLA,2025-06-18
operations.access_review_cadence_days,Operations,60,60,60,Frequency in days of access review for Cognito role assignments and IAM policies,Yes,Integer,30-365,Public,Security Team,security.cognito.user_pool_id,60-day cadence during rollout; annual post-GA; ensures role assignments remain accurate as staff changes,2025-06-18
operations.hypercare_duration_weeks,Operations,8,0,8,Post-GA hypercare support duration in weeks with 1-hour Critical incident response SLA,Yes,Integer,1-52,Public,Cloud CoE,,8-week hypercare per SOW; Critical defined as patient safety impact or platform unavailability,2025-06-18
