#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
cicd.pipeline.terraform_plan_gate_enabled,Application,true,true,true,Require a successful terraform plan validation as a CI/CD gate before any merge to main,Yes,Boolean,true|false,Public,Cloud CoE,cicd.pipeline.branch_protection_enabled,Prevents broken or non-compliant Terraform from being applied to any environment,2025-01-31
cicd.pipeline.scp_dual_approval_required,Application,true,false,true,Require dual approval (Vendor Architect + Client Security Lead) for SCP changes,Yes,Boolean,true|false,Public,Security Team,cicd.pipeline.branch_protection_enabled,SOW mandates dual-approval gate for all SCP policy changes in production,2025-01-31
operations.iac_coverage_target_percent,Operations,95,95,95,Minimum percentage of infrastructure managed via Terraform and AFT (no manual console changes),Yes,Integer,0-100,Public,Cloud CoE,,SOW go-live criterion; confirmed via Terraform drift detection before go-live sign-off,2025-01-31
operations.account_count.target_go_live,Operations,12,2,12,Target number of AWS accounts to be provisioned and enrolled at go-live,Yes,Integer,2-1000,Public,Cloud CoE,,SOW scopes 7-12 accounts; at minimum 2 workload accounts validated per go-live checklist,2025-01-31
operations.account_count.iam_identity_center_users,Operations,50,50,50,Maximum number of users in IAM Identity Center covered under the no-charge tier,Yes,Integer,1-500000,Public,Cloud CoE,iam_identity_center.instance_arn,SOW scopes <= 50 users; exceeding this triggers pricing review,2025-01-31
operations.cloudtrail.events_per_month_estimate,Operations,100000000,100000000,100000000,Estimated CloudTrail event volume per month (organisation trail; both regions) used for cost modelling,Yes,Integer,1-10000000000,Public,Cloud CoE,logging.cloudtrail.trail_name,~100M events/month per SOW scope sizing; used to validate infrastructure cost model,2025-01-31
operations.log_storage.gb_per_month_estimate,Operations,500,100,500,Estimated log storage ingestion in GB per month across all log types for capacity and cost planning,Yes,Integer,1-1000000,Public,Cloud CoE,storage.log_archive.bucket_name_primary,~500 GB/month per SOW scope sizing; Glacier lifecycle manages long-term cost,2025-01-31
operations.hypercare.duration_weeks,Operations,4,4,4,Duration in weeks of post-go-live hypercare support provided by the vendor team,Yes,Integer,1-52,Public,Cloud CoE,,Weeks 13-16 per SOW; P1 incidents covered 24x7 with 2-hour response SLA,2025-01-31
operations.hypercare.p1_response_sla_hours,Operations,2,2,2,Maximum response time in hours for P1 (Critical) issues during hypercare,Yes,Integer,1-24,Public,Cloud CoE,operations.hypercare.duration_weeks,24x7 on-call for P1; landing zone governance failures are the primary P1 trigger,2025-01-31
operations.hypercare.p2_response_sla_hours,Operations,4,4,4,Maximum response time in hours for P2 (High) issues during hypercare (business hours),Yes,Integer,1-48,Public,Cloud CoE,operations.hypercare.duration_weeks,Business hours only; AFT pipeline failures and Security Hub critical findings are P2,2025-01-31
terraform_cloud.workspace_prefix,Application,ins,ins,ins,Prefix for all Terraform Cloud workspace names following ins-{purpose}-{region-short} convention,Yes,String,Lowercase alphanumeric; max 10 chars,Public,Cloud CoE,,Example workspace: ins-network-hub-use1; set before Phase 2 development begins,2025-01-31
terraform_cloud.organisation_name,Application,[tf-cloud-org],[tf-cloud-org],[tf-cloud-org],HashiCorp Terraform Cloud organisation name for the client's Team tier account,Yes,String,Valid Terraform Cloud org name,Confidential,Cloud CoE,,Client owns and registers the Terraform Cloud account per Assumption 12 in SOW,2025-01-31
terraform_cloud.team_token,Application,[tf-cloud-team-token],[tf-cloud-team-token],[tf-cloud-team-token],Terraform Cloud Team API token injected into AFT CodePipeline at runtime,Yes,String,Valid Terraform Cloud token format,Secret,Cloud CoE,terraform_cloud.organisation_name,Store in AWS Secrets Manager; injected at pipeline runtime; rotate every 90 days,2025-01-31
finops.cost_explorer.enabled,Operations,true,true,true,Enable AWS Cost Explorer at the organisation level for consolidated billing visibility,Yes,Boolean,true|false,Public,Cloud CoE,,Activated from go-live; FinOps dashboard uses Cost Explorer API for cost trend widgets,2025-01-31
finops.cost_anomaly_detection.enabled,Operations,true,false,true,Enable AWS Cost Anomaly Detection for automatic spend anomaly identification,Yes,Boolean,true|false,Public,Cloud CoE,finops.cost_explorer.enabled,SNS MEDIUM alert triggered when anomaly exceeds configured dollar threshold,2025-01-31
finops.budgets.monthly_threshold_usd,Operations,3000,500,3000,Default monthly budget amount in USD applied to each new workload account via AFT,Yes,Integer,1-10000000,Public,Cloud CoE,aft.customisation.budgets.alert_threshold_80,Accounts exceeding threshold trigger SNS MEDIUM alert to FinOps contact,2025-01-31
dr.rto_landing_zone_hours,DR,4,4,4,Recovery Time Objective in hours for full landing zone restoration from Terraform state,Yes,Integer,1-72,Public,Cloud CoE,,Validated by IaC rebuild DR test in Phase 3; SOW commitment,2025-01-31
dr.rpo_log_archive_minutes,DR,15,15,15,Recovery Point Objective in minutes for Log Archive S3 data via cross-region replication,Yes,Integer,1-60,Public,Cloud CoE,storage.log_archive.bucket_name_replica,S3 CRR lag monitored by CloudWatch replication metric; alert if lag exceeds threshold,2025-01-31
dr.rto_network_firewall_minutes,DR,30,30,30,Recovery Time Objective in minutes for Network Firewall AZ failover via TGW re-routing,Yes,Integer,1-120,Public,Network Team,networking.firewall.policy_arn.us_east_1,Multi-AZ deployment enables automatic AZ failover without manual intervention,2025-01-31
dr.rto_iam_identity_center_hours,DR,2,2,2,Recovery Time Objective in hours for IAM Identity Center SSO (AWS-managed service SLA),Yes,Integer,1-24,Public,Cloud CoE,iam_identity_center.instance_arn,AWS-managed multi-region SLA; no client action required for SSO recovery,2025-01-31
